File,output_frequency_2,2.88
File,output_frequency_3,2.73
File,output_frequency_4,2.42
File,output_frequency_5,2.4
File,output_frequency_6,2.37
File,output_frequency_7,2.31
File,output_frequency_8,2.22
File,output_frequency_9,2.18
File,output_frequency_10,1.76
File,output_frequency_11,2.21
File,output_frequency_12,1.87
File,output_frequency_13,1.62
File,output_frequency_14,1.56
File,output_frequency_15,1.44
File,output_frequency_16,1.39
File,output_frequency_17,1.32
File,output_frequency_18,1.27
File,output_frequency_19,1.15
File,output_frequency_20,0.99
File,output_frequency_21,0.86
File,output_frequency_22,0.42
File,output_frequency_23,3.0
File,output_frequency_24,2.88
File,output_frequency_25,2.73
File,output_frequency_26,2.42
File,output_frequency_27,2.4
File,output_frequency_28,2.37
File,output_frequency_29,2.31
File,output_frequency_30,2.22
File,output_frequency_31,2.18
File,output_frequency_32,1.76
File,output_frequency_33,2.21
File,output_frequency_34,1.87
File,output_frequency_35,1.62
File,output_frequency_36,1.56
File,output_frequency_37,1.44
File,output_frequency_38,1.39
File,output_frequency_39,1.32
File,output_frequency_40,1.27
File,output_frequency_41,1.15
File,output_frequency_42,0.99
File,output_frequency_43,0.86
File,output_frequency_44,0.42
File,output_frequency_45,3.0
File,output_frequency_46,2.88
File,output_frequency_47,2.73
File,output_frequency_48,2.42
File,output_frequency_49,2.4
File,output_frequency_50,2.37
File,output_frequency_51,2.31
File,output_frequency_52,2.22
File,output_frequency_53,2.18
File,output_frequency_54,1.76
File,output_frequency_55,2.21
File,output_frequency_56,1.87
File,output_frequency_57,1.62
File,output_frequency_58,1.56
File,output_frequency_59,1.44
File,output_frequency_60,1.39
File,output_frequency_61,1.32
File,output_frequency_62,1.27
File,output_frequency_63,1.15
File,output_frequency_64,0.99
File,output_frequency_65,0.86
File,output_frequency_66,0.42
File,output_frequency_67,3.0
File,output_frequency_68,2.88
File,output_frequency_69,2.73
File,output_frequency_70,2.42
File,output_frequency_71,2.4
File,output_frequency_72,2.37
File,output_frequency_73,2.31
File,output_frequency_74,2.22
File,output_frequency_75,2.18
File,output_frequency_76,1.76
File,output_frequency_77,2.21
File,output_frequency_78,1.87
File,output_frequency_79,1.62
File,output_frequency_80,1.56
File,output_frequency_81,1.44
File,output_frequency_82,1.39
File,output_frequency_83,1.32
File,output_frequency_84,1.27
File,output_frequency_85,1.15
File,output_frequency_86,0.99
File,output_frequency_87,0.86
File,output_frequency_88,0.42
File,output_frequency_89,3.0
File,output_frequency_90,2.88
File,output_frequency_91,2.73
File,output_frequency_92,2.42
File,output_frequency_93,2.4
File,output_frequency_94,2.37
File,output_frequency_95,2.31
File,output_frequency_96,2.22
File,output_frequency_97,2.18
File,output_frequency_98,1.76
File,output_frequency_99,2.21
File,output_frequency_100,1.87
File,output_frequency_101,1.62
File,output_frequency_102,1.56
File,output_frequency_103,1.44
File,output_frequency_104,1.39
File,output_frequency_105,1.32
File,output_frequency_106,1.27
File,output_frequency_107,1.15
File,output_frequency_108,0.99
File,output_frequency_109,0.86
File,output_frequency_110,0.42
File,output_frequency_111,3.0
File,output_frequency_112,2.88
File,output_frequency_113,2.73
File,output_frequency_114,2.42
File,output_frequency_115,2.4
File,output_frequency_116,2.37
File,output_frequency_117,2.31
File,output_frequency_118,2.22
File,output_frequency_119,2.18
File,output_frequency_120,1.76
File,output_frequency_121,2.21
File,output_frequency_122,1.87
File,output_frequency_123,1.62
File,output_frequency_124,1.56
File,output_frequency_125,1.44
File,output_frequency_126,1.39
File,output_frequency_127,1.32
File,output_frequency_128,1.27
File,output_frequency_129,1.15
File,output_frequency_130,0.99
File,output_frequency_131,0.86
File,output_frequency_132,0.42
File,output_frequency_133,3.0
File,output_frequency_134,2.88
File,output_frequency_135,2.73
File,output_frequency_136,2.42
File,output_frequency_137,2.4
File,output_frequency_138,2.37
File,output_frequency_139,2.31
File,output_frequency_140,2.22
File,output_frequency_141,2.18
File,output_frequency_142,1.76
File,output_frequency_143,2.21
File,output_frequency_144,1.87
File,output_frequency_145,1.62
File,output_frequency_146,1.56
File,output_frequency_147,1.44
File,output_frequency_148,1.39
File,output_frequency_149,1.32
File,output_frequency_150,1.27
File,output_frequency_151,1.15
File,output_frequency_152,0.99
File,output_frequency_153,0.86
File,output_frequency_154,0.42
Task,sifting_1,595.7,9328
Uses,sifting_1,input_sifting_1,input
Uses,sifting_1,intermediate_sifting_1,intermediate
Uses,sifting_1,output_sifting_1,output
Task,sifting_2,960.0,10936
Uses,sifting_2,input_sifting_2,input
Uses,sifting_2,intermediate_sifting_2,intermediate
Uses,sifting_2,output_sifting_2,output
Task,sifting_3,789.6,9336
Uses,sifting_3,input_sifting_3,input
Uses,sifting_3,intermediate_sifting_3,intermediate
Uses,sifting_3,output_sifting_3,output
Task,sifting_4,2955.8,2692
Uses,sifting_4,input_sifting_4,input
Uses,sifting_4,intermediate_sifting_4,intermediate
Uses,sifting_4,output_sifting_4,output
Task,sifting_5,593.2,9320
Uses,sifting_5,input_sifting_5,input
Uses,sifting_5,intermediate_sifting_5,intermediate
Uses,sifting_5,output_sifting_5,output
Task,sifting_6,1094.5,9324
Uses,sifting_6,input_sifting_6,input
Uses,sifting_6,intermediate_sifting_6,intermediate
Uses,sifting_6,output_sifting_6,output
Task,sifting_7,734.7,10940
Uses,sifting_7,input_sifting_7,input
Uses,sifting_7,intermediate_sifting_7,intermediate
Uses,sifting_7,output_sifting_7,output
Task,sifting_8,252.8,8764
Uses,sifting_8,input_sifting_8,input
Uses,sifting_8,intermediate_sifting_8,intermediate
Uses,sifting_8,output_sifting_8,output
Task,sifting_9,359.0,9044
Uses,sifting_9,input_sifting_9,input
Uses,sifting_9,intermediate_sifting_9,intermediate
Uses,sifting_9,output_sifting_9,output
Task,sifting_10,212.7,2688
Uses,sifting_10,input_sifting_10,input
Uses,sifting_10,intermediate_sifting_10,intermediate
Uses,sifting_10,output_sifting_10,output
Task,sifting_11,289.3,10936
Uses,sifting_11,input_sifting_11,input
Uses,sifting_11,intermediate_sifting_11,intermediate
Uses,sifting_11,output_sifting_11,output
Task,sifting_12,499.9,9244
Uses,sifting_12,input_sifting_12,input
Uses,sifting_12,intermediate_sifting_12,intermediate
Uses,sifting_12,output_sifting_12,output
Task,sifting_13,145.1,5136
Uses,sifting_13,input_sifting_13,input
Uses,sifting_13,intermediate_sifting_13,intermediate
Uses,sifting_13,output_sifting_13,output
Task,sifting_14,354.2,7964
Uses,sifting_14,input_sifting_14,input
Uses,sifting_14,intermediate_sifting_14,intermediate
Uses,sifting_14,output_sifting_14,output
Task,sifting_15,290.0,8236
Uses,sifting_15,input_sifting_15,input
Uses,sifting_15,intermediate_sifting_15,intermediate
Uses,sifting_15,output_sifting_15,output
Task,sifting_16,152.3,9304
Uses,sifting_16,input_sifting_16,input
Uses,sifting_16,intermediate_sifting_16,intermediate
Uses,sifting_16,output_sifting_16,output
Task,sifting_17,209.8,9332
Uses,sifting_17,input_sifting_17,input
Uses,sifting_17,intermediate_sifting_17,intermediate
Uses,sifting_17,output_sifting_17,output
Task,sifting_18,326.0,4796
Uses,sifting_18,input_sifting_18,input
Uses,sifting_18,intermediate_sifting_18,intermediate
Uses,sifting_18,output_sifting_18,output
Task,sifting_19,161.1,9280
Uses,sifting_19,input_sifting_19,input
Uses,sifting_19,intermediate_sifting_19,intermediate
Uses,sifting_19,output_sifting_19,output
Task,sifting_20,112.7,6720
Uses,sifting_20,input_sifting_20,input
Uses,sifting_20,intermediate_sifting_20,intermediate
Uses,sifting_20,output_sifting_20,output
Task,sifting_21,277.7,4872
Uses,sifting_21,input_sifting_21,input
Uses,sifting_21,intermediate_sifting_21,intermediate
Uses,sifting_21,output_sifting_21,output
Task,sifting_22,72.7,6844
Uses,sifting_22,input_sifting_22,input
Uses,sifting_22,intermediate_sifting_22,intermediate
Uses,sifting_22,output_sifting_22,output
Task,individuals_1,36254.312,411000
Uses,individuals_1,input_individuals_1,input
Uses,individuals_1,intermediate_individuals_1,intermediate
Uses,individuals_1,output_individuals_1,output
Task,individuals_2,59009.505,411084
Uses,individuals_2,input_individuals_2,input
Uses,individuals_2,intermediate_individuals_2,intermediate
Uses,individuals_2,output_individuals_2,output
Task,individuals_3,47690.679,411084
Uses,individuals_3,input_individuals_3,input
Uses,individuals_3,intermediate_individuals_3,intermediate
Uses,individuals_3,output_individuals_3,output
Task,individuals_4,71556.194,411084
Uses,individuals_4,input_individuals_4,input
Uses,individuals_4,intermediate_individuals_4,intermediate
Uses,individuals_4,output_individuals_4,output
Task,individuals_5,63508.377,411084
Uses,individuals_5,input_individuals_5,input
Uses,individuals_5,intermediate_individuals_5,intermediate
Uses,individuals_5,output_individuals_5,output
Task,individuals_6,39818.288,411084
Uses,individuals_6,input_individuals_6,input
Uses,individuals_6,intermediate_individuals_6,intermediate
Uses,individuals_6,output_individuals_6,output
Task,individuals_7,40743.248,411084
Uses,individuals_7,input_individuals_7,input
Uses,individuals_7,intermediate_individuals_7,intermediate
Uses,individuals_7,output_individuals_7,output
Task,individuals_8,42971.024,411084
Uses,individuals_8,input_individuals_8,input
Uses,individuals_8,intermediate_individuals_8,intermediate
Uses,individuals_8,output_individuals_8,output
Task,individuals_9,29655.407,411084
Uses,individuals_9,input_individuals_9,input
Uses,individuals_9,intermediate_individuals_9,intermediate
Uses,individuals_9,output_individuals_9,output
Task,individuals_10,36412.407,411084
Uses,individuals_10,input_individuals_10,input
Uses,individuals_10,intermediate_individuals_10,intermediate
Uses,individuals_10,output_individuals_10,output
Task,individuals_11,33235.867,411084
Uses,individuals_11,input_individuals_11,input
Uses,individuals_11,intermediate_individuals_11,intermediate
Uses,individuals_11,output_individuals_11,output
Task,individuals_12,32333.912,411084
Uses,individuals_12,input_individuals_12,input
Uses,individuals_12,intermediate_individuals_12,intermediate
Uses,individuals_12,output_individuals_12,output
Task,individuals_13,25579.742,411084
Uses,individuals_13,input_individuals_13,input
Uses,individuals_13,intermediate_individuals_13,intermediate
Uses,individuals_13,output_individuals_13,output
Task,individuals_14,15007.024,411084
Uses,individuals_14,input_individuals_14,input
Uses,individuals_14,intermediate_individuals_14,intermediate
Uses,individuals_14,output_individuals_14,output
Task,individuals_15,21267.097,411084
Uses,individuals_15,input_individuals_15,input
Uses,individuals_15,intermediate_individuals_15,intermediate
Uses,individuals_15,output_individuals_15,output
Task,individuals_16,17153.302,411084
Uses,individuals_16,input_individuals_16,input
Uses,individuals_16,intermediate_individuals_16,intermediate
Uses,individuals_16,output_individuals_16,output
Task,individuals_17,14261.505,411084
Uses,individuals_17,input_individuals_17,input
Uses,individuals_17,intermediate_individuals_17,intermediate
Uses,individuals_17,output_individuals_17,output
Task,individuals_18,17941.5,411084
Uses,individuals_18,input_individuals_18,input
Uses,individuals_18,intermediate_individuals_18,intermediate
Uses,individuals_18,output_individuals_18,output
Task,individuals_19,15330.475,411084
Uses,individuals_19,input_individuals_19,input
Uses,individuals_19,intermediate_individuals_19,intermediate
Uses,individuals_19,output_individuals_19,output
Task,individuals_20,15476.318,411084
Uses,individuals_20,input_individuals_20,input
Uses,individuals_20,intermediate_individuals_20,intermediate
Uses,individuals_20,output_individuals_20,output
Task,individuals_21,9236.81,411084
Uses,individuals_21,input_individuals_21,input
Uses,individuals_21,intermediate_individuals_21,intermediate
Uses,individuals_21,output_individuals_21,output
Task,individuals_22,10618.913,411084
Uses,individuals_22,input_individuals_22,input
Uses,individuals_22,intermediate_individuals_22,intermediate
Uses,individuals_22,output_individuals_22,output
Task,population_1,1.0,1
Uses,population_1,input_population_1,input
Uses,population_1,output_population_1,output
Task,population_2,1.0,1
Uses,population_2,input_population_2,input
Uses,population_2,output_population_2,output
Task,population_3,1.0,1
Uses,population_3,input_population_3,input
Uses,population_3,output_population_3,output
Task,population_4,1.0,1
Uses,population_4,input_population_4,input
Uses,population_4,output_population_4,output
Task,population_5,1.0,1
Uses,population_5,input_population_5,input
Uses,population_5,output_population_5,output
Task,population_6,1.0,1
Uses,population_6,input_population_6,input
Uses,population_6,output_population_6,output
Task,population_7,1.0,1
Uses,population_7,input_population_7,input
Uses,population_7,output_population_7,output
Task,pair_1,1196.246,75684
Uses,pair_1,output_individuals_1,input
Uses,pair_1,output_sifting_1,input
Uses,pair_1,output_population_1,input
Uses,pair_1,output_pair_1,output
Depends,pair_1,individuals_1
Depends,pair_1,sifting_1
Depends,pair_1,population_1
Task,pair_2,890.389,71177
Uses,pair_2,output_individuals_2,input
Uses,pair_2,output_sifting_2,input
Uses,pair_2,output_population_1,input
Uses,pair_2,output_pair_2,output
Depends,pair_2,individuals_2
Depends,pair_2,sifting_2
Depends,pair_2,population_1
Task,pair_3,839.261,69680
Uses,pair_3,output_individuals_3,input
Uses,pair_3,output_sifting_3,input
Uses,pair_3,output_population_1,input
Uses,pair_3,output_pair_3,output
Depends,pair_3,individuals_3
Depends,pair_3,sifting_3
Depends,pair_3,population_1
Task,pair_4,781.459,68694
Uses,pair_4,output_individuals_4,input
Uses,pair_4,output_sifting_4,input
Uses,pair_4,output_population_1,input
Uses,pair_4,output_pair_4,output
Depends,pair_4,individuals_4
Depends,pair_4,sifting_4
Depends,pair_4,population_1
Task,pair_5,838.363,68880
Uses,pair_5,output_individuals_5,input
Uses,pair_5,output_sifting_5,input
Uses,pair_5,output_population_1,input
Uses,pair_5,output_pair_5,output
Depends,pair_5,individuals_5
Depends,pair_5,sifting_5
Depends,pair_5,population_1
Task,pair_6,581.747,71080
Uses,pair_6,output_individuals_6,input
Uses,pair_6,output_sifting_6,input
Uses,pair_6,output_population_1,input
Uses,pair_6,output_pair_6,output
Depends,pair_6,individuals_6
Depends,pair_6,sifting_6
Depends,pair_6,population_1
Task,pair_7,886.508,69019
Uses,pair_7,output_individuals_7,input
Uses,pair_7,output_sifting_7,input
Uses,pair_7,output_population_1,input
Uses,pair_7,output_pair_7,output
Depends,pair_7,individuals_7
Depends,pair_7,sifting_7
Depends,pair_7,population_1
Task,pair_8,898.662,67878
Uses,pair_8,output_individuals_8,input
Uses,pair_8,output_sifting_8,input
Uses,pair_8,output_population_1,input
Uses,pair_8,output_pair_8,output
Depends,pair_8,individuals_8
Depends,pair_8,sifting_8
Depends,pair_8,population_1
Task,pair_9,794.768,68495
Uses,pair_9,output_individuals_9,input
Uses,pair_9,output_sifting_9,input
Uses,pair_9,output_population_1,input
Uses,pair_9,output_pair_9,output
Depends,pair_9,individuals_9
Depends,pair_9,sifting_9
Depends,pair_9,population_1
Task,pair_10,423.279,68244
Uses,pair_10,output_individuals_10,input
Uses,pair_10,output_sifting_10,input
Uses,pair_10,output_population_1,input
Uses,pair_10,output_pair_10,output
Depends,pair_10,individuals_10
Depends,pair_10,sifting_10
Depends,pair_10,population_1
Task,pair_11,1147.883,72687
Uses,pair_11,output_individuals_11,input
Uses,pair_11,output_sifting_11,input
Uses,pair_11,output_population_1,input
Uses,pair_11,output_pair_11,output
Depends,pair_11,individuals_11
Depends,pair_11,sifting_11
Depends,pair_11,population_1
Task,pair_12,966.924,69476
Uses,pair_12,output_individuals_12,input
Uses,pair_12,output_sifting_12,input
Uses,pair_12,output_population_1,input
Uses,pair_12,output_pair_12,output
Depends,pair_12,individuals_12
Depends,pair_12,sifting_12
Depends,pair_12,population_1
Task,pair_13,647.816,65974
Uses,pair_13,output_individuals_13,input
Uses,pair_13,output_sifting_13,input
Uses,pair_13,output_population_1,input
Uses,pair_13,output_pair_13,output
Depends,pair_13,individuals_13
Depends,pair_13,sifting_13
Depends,pair_13,population_1
Task,pair_14,755.253,67966
Uses,pair_14,output_individuals_14,input
Uses,pair_14,output_sifting_14,input
Uses,pair_14,output_population_1,input
Uses,pair_14,output_pair_14,output
Depends,pair_14,individuals_14
Depends,pair_14,sifting_14
Depends,pair_14,population_1
Task,pair_15,767.781,68053
Uses,pair_15,output_individuals_15,input
Uses,pair_15,output_sifting_15,input
Uses,pair_15,output_population_1,input
Uses,pair_15,output_pair_15,output
Depends,pair_15,individuals_15
Depends,pair_15,sifting_15
Depends,pair_15,population_1
Task,pair_16,872.608,68370
Uses,pair_16,output_individuals_16,input
Uses,pair_16,output_sifting_16,input
Uses,pair_16,output_population_1,input
Uses,pair_16,output_pair_16,output
Depends,pair_16,individuals_16
Depends,pair_16,sifting_16
Depends,pair_16,population_1
Task,pair_17,976.808,70508
Uses,pair_17,output_individuals_17,input
Uses,pair_17,output_sifting_17,input
Uses,pair_17,output_population_1,input
Uses,pair_17,output_pair_17,output
Depends,pair_17,individuals_17
Depends,pair_17,sifting_17
Depends,pair_17,population_1
Task,pair_18,862.478,66437
Uses,pair_18,output_individuals_18,input
Uses,pair_18,output_sifting_18,input
Uses,pair_18,output_population_1,input
Uses,pair_18,output_pair_18,output
Depends,pair_18,individuals_18
Depends,pair_18,sifting_18
Depends,pair_18,population_1
Task,pair_19,1109.305,73535
Uses,pair_19,output_individuals_19,input
Uses,pair_19,output_sifting_19,input
Uses,pair_19,output_population_1,input
Uses,pair_19,output_pair_19,output
Depends,pair_19,individuals_19
Depends,pair_19,sifting_19
Depends,pair_19,population_1
Task,pair_20,789.623,66592
Uses,pair_20,output_individuals_20,input
Uses,pair_20,output_sifting_20,input
Uses,pair_20,output_population_1,input
Uses,pair_20,output_pair_20,output
Depends,pair_20,individuals_20
Depends,pair_20,sifting_20
Depends,pair_20,population_1
Task,pair_21,1830.068,66248
Uses,pair_21,output_individuals_21,input
Uses,pair_21,output_sifting_21,input
Uses,pair_21,output_population_1,input
Uses,pair_21,output_pair_21,output
Depends,pair_21,individuals_21
Depends,pair_21,sifting_21
Depends,pair_21,population_1
Task,pair_22,873.876,67337
Uses,pair_22,output_individuals_22,input
Uses,pair_22,output_sifting_22,input
Uses,pair_22,output_population_1,input
Uses,pair_22,output_pair_22,output
Depends,pair_22,individuals_22
Depends,pair_22,sifting_22
Depends,pair_22,population_1
Task,pair_23,112.705,12131
Uses,pair_23,output_individuals_1,input
Uses,pair_23,output_sifting_1,input
Uses,pair_23,output_population_2,input
Uses,pair_23,output_pair_23,output
Depends,pair_23,individuals_1
Depends,pair_23,sifting_1
Depends,pair_23,population_2
Task,pair_24,68.981,11229
Uses,pair_24,output_individuals_2,input
Uses,pair_24,output_sifting_2,input
Uses,pair_24,output_population_2,input
Uses,pair_24,output_pair_24,output
Depends,pair_24,individuals_2
Depends,pair_24,sifting_2
Depends,pair_24,population_2
Task,pair_25,40.182,10752
Uses,pair_25,output_individuals_3,input
Uses,pair_25,output_sifting_3,input
Uses,pair_25,output_population_2,input
Uses,pair_25,output_pair_25,output
Depends,pair_25,individuals_3
Depends,pair_25,sifting_3
Depends,pair_25,population_2
Task,pair_26,44.401,10704
Uses,pair_26,output_individuals_4,input
Uses,pair_26,output_sifting_4,input
Uses,pair_26,output_population_2,input
Uses,pair_26,output_pair_26,output
Depends,pair_26,individuals_4
Depends,pair_26,sifting_4
Depends,pair_26,population_2
Task,pair_27,34.138,10676
Uses,pair_27,output_individuals_5,input
Uses,pair_27,output_sifting_5,input
Uses,pair_27,output_population_2,input
Uses,pair_27,output_pair_27,output
Depends,pair_27,individuals_5
Depends,pair_27,sifting_5
Depends,pair_27,population_2
Task,pair_28,40.52,10991
Uses,pair_28,output_individuals_6,input
Uses,pair_28,output_sifting_6,input
Uses,pair_28,output_population_2,input
Uses,pair_28,output_pair_28,output
Depends,pair_28,individuals_6
Depends,pair_28,sifting_6
Depends,pair_28,population_2
Task,pair_29,61.31,10467
